SKU,SKU Type,Product ID Type,Product ID,Product Title,Cost Price,Currency,Master Quantity,Product Description,Bullet Point 1,Bullet Point 2,Bullet Point 3,Bullet Point 4,Bullet Point 5,Variation Item,Item Specifics Name 12,Item Specifics Value 12,Item Specifics Name 13,Item Specifics Value 13,Item Specifics Name 14,Item Specifics Value 14,Item Specifics Name 15,Item Specifics Value 15,Ktype,Make|Model|Year|Variant|Type|Notes,Ktype Notes,Rakuten Account Code,Rakuten Title,Rakuten Description,Rakuten Tagline,Rakuten Standard Price,Rakuten Sale Price,Rakuten Category,Rakuten Shipping Profile,TradeMe Account Code,TradeMe Product Name,TradeMe Description,TradeMe Category,TradeMe BuyNow Price,TradeMe Duration,TradeMe Shipping Profile Code,CDiscount Account Code,CDiscount Product Title,CDiscount Description,CDiscount Category,CDiscount Price,CDiscount RRP,CDiscount EAN,CDiscount Lead Days,CDiscount Launch Quantity,CDiscount Shipping Profile,FNAC Account Code,FNAC Product Title,FNAC Description,FNAC Price,Game Account Code,Game Product Title,Game Description,Game Tagline,Game Standard Price,Game Category,Webstore Account ID,Webstore Product Title,Launch Quantity,Webstore Brand Name,Product Type,Webstore Standard Price,Webstore Sale Price,Webstore Sale Start Date,Webstore Sale End Date,Webstore Category1,Webstore Category2,Webstore Category3,Webstore Category4,Webstore Category5,Webstore Category6,Webstore Category7,Webstore Category8,Webstore Category9,Webstore Category10,Webstore BulletPoint1,Webstore BulletPoint2,Webstore BulletPoint3,Webstore BulletPoint4,Webstore BulletPoint5,Webstore BulletPoint6,Webstore BulletPoint7,Webstore BulletPoint8,Webstore BulletPoint9,Webstore BulletPoint10,Webstore Custom Text 1,Webstore Custom Text 2,Webstore Custom Text 3,Webstore Custom Text 4,Webstore Custom Text 5,Webstore Custom Text 6,Webstore Custom Text 7,Webstore Custom Text 8,Webstore Custom Text 9,Webstore Custom Text 10,Webstore Custom Number 1,Webstore Custom Number 2,Webstore Custom Number 3,Webstore Custom Number 4,Webstore Custom Number 5,Webstore Custom Number 6,Webstore Custom Number 7,Webstore Custom Number 8,Webstore Custom Number 9,Webstore Custom Number 10,Webstore SearchTerms1,Webstore SearchTerms2,Webstore SearchTerms3,Webstore SearchTerms4,Webstore SearchTerms5,Webstore Include Bullet Points from Basic Details,Webstore Include Description from Basic Details,Webstore Product Description,Eligible for Gift wrap,Eligible for Gift message,Lead time to ship,Date Available To Ship,Webstore Accessory Items,Variation Theme,Relationship,Parent SKU,Size,Colour,Custom Variation Name 1,Custom Variation Value 1,Custom Variation Name 2,Custom Variation Value 2,Custom Variation Name 3,Custom Variation Value 3,Custom Variation Name 4,Custom Variation Value 4,Custom Variation Name 5,Custom Variation Value 5,Master SKU,Quantity For Bundle SKU,Main Image,Swatch Image,Additional Image 1,Additional Image 2,Additional Image 3,Additional Image 4,Additional Image 5,Additional Image 6,Additional Image 7,Additional Image 8
82707,Master SKU,EAN,9781851774760,The Modernist Home,,,0,"The Modernist house was a test of modern architects' ability to meet human needs while fuelling the intellect. The Modernist Home reveals the striking results of the challenge to fit utopian modernist principles to day-to-day living. The Modernist house dissolved the closed spaces of the traditional home, modernising the bathrooms and kitchens, opening the interior to natural light and providing balconies and terraces for sun-worship and sleeping in the open air. Tim Benton uncovers its elements: from the technology that provided central heating and electric lighting; to new construction materials, such as concrete and steel; to close-ups on features like winter gardens and folding furniture. He opens the door on Modernist houses around the world, from Le Corbusier's Villa Savoye, to Mies van der Rohe's Barcelona Pavilion, all fully illustrated with colour photographs and plans.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,The Modernist Home,0,V&A,,14.99,14.99,03/29/2016 00:00:00,12/25/2018 00:00:00,37,215,,,,,,,,|37|215|,,,,,,,,,,,,208 x 187 mm,Tim Benton,2006,96 pages,"60 colour, 30 black and white",9781851774760,Hardback,,V&A Publishing,500,,,,,,,,,,benton modernism modern modernist home,9781851774760 hardcover hardback,V&A Publishing  modern architect,utopian utopia living technology materials,house housing modernising,,,"The Modernist house was a test of modern architects' ability to meet human needs while fuelling the intellect. The Modernist Home reveals the striking results of the challenge to fit utopian modernist principles to day-to-day living. The Modernist house dissolved the closed spaces of the traditional home, modernising the bathrooms and kitchens, opening the interior to natural light and providing balconies and terraces for sun-worship and sleeping in the open air. Tim Benton uncovers its elements: from the technology that provided central heating and electric lighting; to new construction materials, such as concrete and steel; to close-ups on features like winter gardens and folding furniture. He opens the door on Modernist houses around the world, from Le Corbusier's Villa Savoye, to Mies van der Rohe's Barcelona Pavilion, all fully illustrated with colour photographs and plans.",,,0,2016/06/30 00:00:00,",82722,113227,82705,113225,87661",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/detail_home.jpg,,,,,,,,,
82708,Master SKU,EAN,9781851774807,Prints Now: Directions and Definitions,10,GBP,2,"Printmaking has changed radically in the past two decades: the fine art print now encompasses everything from billboards and badges to clothes, cakes and carrier bags. In a series of case studies dealing with individual artists, new media and techniques, Prints Now explores these new directions and expanded definitions. <br /><br />Illustrated with one hundred wide-ranging examples, it is not only an invaluable resource for collectors and students of the new, but a revelation about the possibilities and potential of this infinitely flexible, infinitely accessible art form. It is the first general survey of contemporary printmaking to be published for ten years.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Prints Now: Directions and Definitions,0,V&A,,30.00,30.00,03/29/2016 00:00:00,31-December-2018,215,217,,,,,,,,|215|217|,,,,,,,,,,,,260 x 220 mm,Gill Saunders and Rosie Miles,2006,144 pages,100 colour,9781851774807,Hardback,,V&A Publishing,900,,,,,,,,,,prints printmaking printing now directions,9781851774807 Hardback V&A Publishing,Gill Saunders and Rosie Miles,fine art contemporary art form,illustrated illustration survey,,,"Printmaking has changed radically in the past two decades: the fine art print now encompasses everything from billboards and badges to clothes, cakes and carrier bags. In a series of case studies dealing with individual artists, new media and techniques, Prints Now explores these new directions and expanded definitions. <br /><br />Illustrated with one hundred wide-ranging examples, it is not only an invaluable resource for collectors and students of the new, but a revelation about the possibilities and potential of this infinitely flexible, infinitely accessible art form. It is the first general survey of contemporary printmaking to be published for ten years.",,,0,2016/06/30 00:00:00,"108075,57752,80154,99691,52168",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/detail_prints.jpg,,,,,,,,,
82718,Master SKU,EAN,9781851774906,Inside the Renaissance House,,,2,"The Renaissance home was an outward symbol of a family's status, wealth and erudition, and much care went into its arrangement and furnishing, and the art of household management. 'Inside the Renaissance House' vividly conveys through contemporary illustrations and lively writing the realities of living in Florence and Venice during this innovative era and takes the reader on a room-by-room tour. From the sala, devoted to games, music and entertaining in style, to the bedchamber, which was far from the private space it is today, to the study, full of rare and precious objects, Elizabeth Currie evokes the life that went on in each room.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Inside the Renaissance House,0,V&A,,14.99,14.99,,,37,217,,,,,,,,|37|217|,,,,,,,,,,,,208 x 187 mm,Elizabeth Currie,01-Oct-06,96 pp,80 colour,9781851774906,Hardback,,V&A Publishing,,,,,,,,,,,9781851774906,Italian Italy europe european Inside the Renaissance House,fourteenth fifteenth sixteenth seventeenth,book books history literature non-fiction,non fiction style era period,,,"The Renaissance home was an outward symbol of a family's status, wealth and erudition, and much care went into its arrangement and furnishing, and the art of household management. 'Inside the Renaissance House' vividly conveys through contemporary illustrations and lively writing the realities of living in Florence and Venice during this innovative era and takes the reader on a room-by-room tour. From the sala, devoted to games, music and entertaining in style, to the bedchamber, which was far from the private space it is today, to the study, full of rare and precious objects, Elizabeth Currie evokes the life that went on in each room.",,,0,,"100460,100461,100462,107266,115536,115546,82707,82715,82716,82717,90388,90394",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/82718NEWNEW.jpg,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/82718NEWNEW_a.jpg,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/82718NEWNEW_b.jpg,,,,,,
82720,Master SKU,EAN,9781851774920,Imagined Interiors: Representing the Domestic Interior since the Renaissance (Hardback),,,0,"This innovative book examines the changing ways in which the domestic interior has been represented in the West over the last five hundred years. Looking at a rich array of depictions of the home, including paintings, novels, television, film, diaries, sketches and photographs, Imagined Interiors deals with both public and private attitudes to the domestic interior and features everything from grand decorative schemes to homely cottages. Published in association with the Centre for the Study of the Domestic Interior, it takes a completely new and original look at a subject not previously covered in this depth and breadth.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Imagined Interiors: Representing the Domestic Interior since the Renaissance (Hardback),0,V&A,,45,45,,,219,,,,,,,,,|219|,,,,,,,,,,,,287 x 247 mm,"Jeremy Aynsley & Charlotte Grant, eds",01-Oct-06,320 pp,300 colour,9781851774920,Hardback,,V&A Publishing,,,,,,,,,,,renaissance renassance imagined interiors domestic,9781851774920,,,,,,"This innovative book examines the changing ways in which the domestic interior has been represented in the West over the last five hundred years. Looking at a rich array of depictions of the home, including paintings, novels, television, film, diaries, sketches and photographs, Imagined Interiors deals with both public and private attitudes to the domestic interior and features everything from grand decorative schemes to homely cottages. Published in association with the Centre for the Study of the Domestic Interior, it takes a completely new and original look at a subject not previously covered in this depth and breadth.",,,0,,"100460,100461,102725,82716,82717,82721",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/82720.jpg,,,,,,,,,
82722,Master SKU,EAN,9781851774944,The Furniture Machine: Furniture Since 1990,,,0,"Contemporary furniture design has enjoyed growing popularity in the last fifteen years, both in Britain and internationally. The Furniture Machine looks at the major trends and designers of this period, including Phillipe Starck, Ron Arad and Marc Newson, to unravel the appeal of the furniture industry since 1990. Attention is also given to the innovations of Italian manufacturers, such as Cappellini and B&B Italia, and the increasing influence of conceptual design, from the theoretical proposals of Droog Design to the commercial products of Moooi.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,The Furniture Machine: Furniture Since 1990,0,V&A,,35,35,,,219,,,,,,,,,|219|,,,,,,,,,,,,287 x 247 mm,Gareth Williams,01-Oct-06,160pp,170 colour,9781851774944,,,V&A Publishing,,,,,,,,,,,furniture machine williams gareth modern furniture,9781851774944,,,,,,"Contemporary furniture design has enjoyed growing popularity in the last fifteen years, both in Britain and internationally. The Furniture Machine looks at the major trends and designers of this period, including Phillipe Starck, Ron Arad and Marc Newson, to unravel the appeal of the furniture industry since 1990. Attention is also given to the innovations of Italian manufacturers, such as Cappellini and B&B Italia, and the increasing influence of conceptual design, from the theoretical proposals of Droog Design to the commercial products of Moooi.",,,0,,"113222,113227,28048,69134,82707",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/82722.jpg,,,,,,,,,
84384,Master SKU,EAN,5052979149186,William Morris Garden silk scarf,,,32,"Inspired by William Morris’s highly original, very British approach to pattern, we’ve created a luxurious silk de chine scarf adorned with Morris’s <i>Garden</i> motif. Delicate and floaty, you can practically smell the flowers!
<br><br>
Created in England exclusively for the V&amp;A.&nbsp;<p></p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,William Morris Garden silk scarf,0,,,65.00,65.00,,31-December-2018,55,173,276,,,,,,,|55|173|276|,,,,William Morris,100% Crepe de chine. Dry clean only.,,,,,,,150 x 48cm,,,,,,,,,120,,,,,,,,,,Morris 'Garden' Silk Chiffon Scarf,scarves silk fashion,,,,,true,"Inspired by William Morris’s highly original, very British approach to pattern, we’ve created a luxurious silk de chine scarf adorned with Morris’s <i>Garden</i> motif. Delicate and floaty, you can practically smell the flowers!
<br><br>
Created in England exclusively for the V&amp;A.&nbsp;<p></p>",,,0,,"146723,146724,98926,98927,105972,84385,129522,146004,146005",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/84384_Main.jpg,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/84384_Main_2.jpg,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/84384_Main_3.jpg,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/84384_Main_4.jpg,,,,,
84385,Master SKU,EAN,5052979149193,William Morris Cray silk scarf,,,14,"<div>Morris’s colourful Cray print, originally block-printed on to cotton intended as a furnishing fabric, is here transposed on to silk with a contrasting taupe design. The original design was created at Merton Abbey in London, and is held in the V&amp;A archives.&nbsp;</div><div><br></div><div>Created in England exclusively for the V&amp;A</div>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,William Morris Cray silk scarf,0,V&A,,65.00,65.00,03/29/2016 00:00:00,31-December-2018,55,89,92,133,173,,,,,|55|89|92|133|173|,,,,William Morris,100% silk twill. Dry clean only.,,,,,,,Width 40cm x length 162cm,,,,,,,,,30,,,,,,,,,,scarf silk twill cray floral botanical patterned,designer scarves pattern patterns flower flowers,silk twill pink red green,,,,true,"Accessorise your outfit with William Morris’s highly original <i>Cray</i> pattern, adapted from a furnishing fabric in our collection. Bold and intricate, this silk twill scarf has an opulent sheen and looks especially stylish against block colours. 
<br><br>
Created in England exclusively for the V&amp;A.&nbsp;",,,0,2016/06/30 00:00:00,"146723,146724,98926,98927,105972,84384,129522,146004,146005",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/cray_new.jpg,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/cray_new_2.jpg,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/cray_new_3.jpg,,,,,,
85075,Master SKU,EAN,5052979155743,Twist and Lock Blocks,,,0,Make figures and shapes with these colourful wooden blocks.,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Twist and Lock Blocks,,V&A,KITCHEN,2,2,03/29/2016 00:00:00,12/25/2018 00:00:00,84,,,,,,,,,|84|,,,,,,,,,,,,,,,,,,,,,6700,,,,,,,,,,Twist and Lock Blocks toy toys kid kids,block shape shapes,,,,,,Make figures and shapes with these colourful wooden blocks.,,,,2016-06-30,"123702,126083,126082",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/85075.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/85075_a.jpg,,,,,,,
87652,Master SKU,EAN,9781851775002,Surreal Things: Surrealism and Design (Hardback),,,4,"Surrealism was one of the most influential movements of the 20th century and had a profound impact on all forms of culture. It was a philosophy and a way of life for some of the most brilliant artists and writers of the century.This is the first book to examine in depth Surrealism's impact in the wider fields of design and the decorative arts and its sometimes uneasy relationship with the commercial world. From the sensuality of Dalí's Mae West Lips Sofa to Schiaparelli's extraordinary Tear dress, Surrealism produced some of the most emotive objects ever created. <br /><br />In this ground-breaking book, works in all media from artists and designers such as Jean Cocteau, Pablo Picasso, Man Ray, Alexander Calder, Max Ernst and Joan Miró will be used to explore some of the movement's dominant themes. Containing over 350 stunning illustrations, including previously unpublished works in private collections and specially commissioned photographs, the range of objects spans painting, sculpture, bookbindings, jewellery, ceramics, glass, textiles, furniture, fashion, film and photography.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Surreal Things: Surrealism and Design (Hardback),0,V&A,,40,40,03/29/2016 00:00:00,12/25/2018 00:00:00,35,37,215,|37|35|142|,,,,,,|35|37|215||37|35|142||,,,,,,,,,,,,287 x 247 mm,"Ghislaine Wood, ed.",01-Mar-07,368pp,350 colour,9781851775002,Hardback,,V&A Publishing,,,,,,,,,,,surreal surrealism things surrealist sureal design,9781851775002,,,,,,"Surrealism was one of the most influential movements of the 20th century and had a profound impact on all forms of culture. It was a philosophy and a way of life for some of the most brilliant artists and writers of the century.This is the first book to examine in depth Surrealism's impact in the wider fields of design and the decorative arts and its sometimes uneasy relationship with the commercial world. From the sensuality of Dalí's Mae West Lips Sofa to Schiaparelli's extraordinary Tear dress, Surrealism produced some of the most emotive objects ever created. <br /><br />In this ground-breaking book, works in all media from artists and designers such as Jean Cocteau, Pablo Picasso, Man Ray, Alexander Calder, Max Ernst and Joan Miró will be used to explore some of the movement's dominant themes. Containing over 350 stunning illustrations, including previously unpublished works in private collections and specially commissioned photographs, the range of objects spans painting, sculpture, bookbindings, jewellery, ceramics, glass, textiles, furniture, fashion, film and photography.",,,0,2016/06/30 00:00:00,"103802,110121,62019,70729,82705,87653,87661",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/87652_a_new.jpg,,,,,,,,,
87654,Master SKU,EAN,9781851775033,Surreal People,,,0,"<p>The web of friendships within the Surrealist circle was a key source of inspiration for this close group of artists and writers. Many of their greatest works stem from their collaborative approach to the creative process. Stimulated by mutual admiration, the works range from the sketchy &#39;cadavre exquis&#39; drawings to complete ballet productions. The accounts of personal relationships reveal the often hidden iconography of many Surrealist artworks and help us understand the Surrealists&#39; highly referential approach to objects. This is a fascinating look at 15 relationships between the main protagonists of Surrealism, from Salvador Dal&iacute; and Gala &Eacute;luard to Marcel Duchamp and Man Ray, featuring over 40 works of art and design from the movement.</p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Surreal People,0,V&A,,12.99,12.99,,,217,,,,,,,,,|217|,,,,,,,,,,,,187 x 208 mm,Alexander Klar,01-Mar-07,96pp,80 colour,9781851775033,Flexibound with cover,,V&A Publishing,,,,,,,,,,,surreal surrealism surrealist sureal design dali,9781851775033,,,,,,"The web of friendships within the Surrealist circle was a key source of inspiration for this close group of artists and writers. Many of their greatest works stem from their collaborative approach to the creative process. Stimulated by mutual admiration, the works range from the sketchy &#39;cadavre exquis&#39; drawings to complete ballet productions. The accounts of personal relationships reveal the often hidden iconography of many Surrealist artworks and help us understand the Surrealists&#39; highly referential approach to objects. This is a fascinating look at 15 relationships between the main protagonists of Surrealism, from Salvador Dal&iacute; and Gala &Eacute;luard to Marcel Duchamp and Man Ray, featuring over 40 works of art and design from the movement.",,,0,,"87652,87653,87661",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/87654.jpg,,,,,,,,,
87659,Master SKU,EAN,9781851775057,Images of the Ottoman Empire,,,6,"'Makes for endlessly rewarding browsing' The Scotsman<br /><br />'Since their first arrival in Europe as conquerors, the Turks have never failed to engage the curiosity of the Christian West; and long after they had ceased to be a hostile presence, their customs and institutions continued to attract the traveller and the adventurer ...' <br /><br />The V&A's collection of images of the vast, sprawling Ottoman empire is unrivalled. Generations of European travellers – explorers, traders and tourists, naval and military personnel, scientists, artists, even political cartoonists – were drawn to these lands, and left records of what they saw there. Their paintings and drawings show a now largely vanished world. Whether bustling depictions of contemporary life in the street, the court and the harem, or elegiac evocations of the ruins of antiquity, the 100 images selected here, by artists from David Roberts and Edward Lear to John Frederick Lewis, bring this colourful world vividly to life and cannot fail to fascinate today's travellers.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Images of the Ottoman Empire,0,V&A,,30,30,03/29/2016 00:00:00,12/25/2018 00:00:00,217,,,,,,,,,|217|,,,,,,,,,,,,216 x 200 mm,Charles Newton,,128pp,150 colour,9781851775057,Hardback,,V&A Publishing,,,,,,,,,,,ottoman empire images charles newton turks turkish,,9781851775057,,,,true,"'Makes for endlessly rewarding browsing' The Scotsman<br /><br />'Since their first arrival in Europe as conquerors, the Turks have never failed to engage the curiosity of the Christian West; and long after they had ceased to be a hostile presence, their customs and institutions continued to attract the traveller and the adventurer ...' <br /><br />The V&A's collection of images of the vast, sprawling Ottoman empire is unrivalled. Generations of European travellers – explorers, traders and tourists, naval and military personnel, scientists, artists, even political cartoonists – were drawn to these lands, and left records of what they saw there. Their paintings and drawings show a now largely vanished world. Whether bustling depictions of contemporary life in the street, the court and the harem, or elegiac evocations of the ruins of antiquity, the 100 images selected here, by artists from David Roberts and Edward Lear to John Frederick Lewis, bring this colourful world vividly to life and cannot fail to fascinate today's travellers.",,,0,2016/06/30 00:00:00,,,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/87659new.jpg,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/87659new_a.jpg,,,,,,,
87661,Master SKU,EAN,9781851775019,Surreal Things (Paperback),,,18,"Surrealism was one of the most influential movements of the 20th century and had a profound impact on all forms of culture. It was a philosophy and a way of life for some of the most brilliant artists and writers of the century.This is the first book to examine in depth Surrealism's impact in the wider fields of design and the decorative arts and its sometimes uneasy relationship with the commercial world. From the sensuality of Dalí's Mae West Lips Sofa to Schiaparelli's extraordinary Tear dress, Surrealism produced some of the most emotive objects ever created.<br><br>In this ground-breaking book, works in all media from artists and designers such as Jean Cocteau, Pablo Picasso, Man Ray, Alexander Calder, Max Ernst and Joan Miró will be used to explore some of the movement's dominant themes. Containing over 350 stunning illustrations, including previously unpublished works in private collections and specially commissioned photographs, the range of objects spans painting, sculpture, bookbindings, jewellery, ceramics, glass, textiles, furniture, fashion, film and photography.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Surreal Things (Paperback),0,V&A,,24.99,24.99,03/29/2016 00:00:00,,215,,,,,,,,,|215|,,,,Ghislaine Wood,,,,,,,,287 x 247 mm,"Ghislaine Wood, ed.",2014,368 pages,350 colour,9781851775019,Paperback,,V&A Publishing,160,,,,,,,,,,surreal surrealism things surrealist sureal design,9781851775019 paperback v&a publishing,"Ghislaine Wood, ed. 20th Century commercial world","The range of objects spans painting, sculpture, works on paper, bookbinding, jewellery, ceramics, glass, textiles, furniture, fashion, film and photography.","Jean Cocteau, Pablo Picasso, Man Ray, Horst P. Horst, Alexander Calder, Max Ernst and Joan Miro",,true,"Surrealism was one of the most influential movements of the 20th century and had a profound impact on all forms of culture. It was a philosophy and a way of life for some of the most brilliant artists and writers of the century.This is the first book to examine in depth Surrealism's impact in the wider fields of design and the decorative arts and its sometimes uneasy relationship with the commercial world. From the sensuality of Dalí's Mae West Lips Sofa to Schiaparelli's extraordinary Tear dress, Surrealism produced some of the most emotive objects ever created.<br><br>In this ground-breaking book, works in all media from artists and designers such as Jean Cocteau, Pablo Picasso, Man Ray, Alexander Calder, Max Ernst and Joan Miró will be used to explore some of the movement's dominant themes. Containing over 350 stunning illustrations, including previously unpublished works in private collections and specially commissioned photographs, the range of objects spans painting, sculpture, bookbindings, jewellery, ceramics, glass, textiles, furniture, fashion, film and photography.",,,0,2016/07/20 00:00:00,",87652,87653,87654,157647",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/detail_surreal.jpg,,,,,,,,,
88751,Master SKU,EAN,5052979192212,V&A Arts & Crafts button - assorted,,,0,"Single button of an assortment of ceramic buttons featuring Arts &amp; Crafts patterns adapted from the V&amp;A collections. Many feature V&amp;A designs created exclusively for the V&amp;A.<br><br>Made in Britain.<br><br>Please note: Price is for single button only. As these buttons come in an assortment of shapes, sizes and designs, we cannot guarantee which design/size/shape you will receive.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,V&A Arts & Crafts button - assorted,0,V&A,,2,2,,,75,89,92,213,|89|92|75|89|,,,,,|75|89|92|213||89|92|75|89||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buttons make sew design fabric morris arts &,craft ceramic porcelain clip fasten fastening,badge brooch,william morris,,,true,"Single button of an assortment of ceramic buttons featuring Arts &amp; Crafts patterns adapted from the V&amp;A collections. Many feature V&amp;A designs created exclusively for the V&amp;A.<br><br>Made in Britain.<br><br>Please note: Price is for single button only. As these buttons come in an assortment of shapes, sizes and designs, we cannot guarantee which design/size/shape you will receive.",,,0,,"131693,143761,147783,143757,131695,143758,143773,143845,",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/88751supernew.jpg,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/88751_new.jpg,,,,,,,
90387,Master SKU,EAN,5052979208531,The Making of Sculpture,,,8,"A historical and technical guide to the materials and techniques of European sculpture, based on the collections at the V&amp;A. Casting, carving and modelling practices are explored within a historical framework, from medieval times onwards. Each chapter concentrates on a specific material or category, including terracotta, bronzes, alabasters, plasters, wood, marble and stone, ivory, bone, medals, cameos, rock crystal, amber, jet and waxes. Beautiful colour photography highlights the collections and illustrates contemporary workshop practices. This is an essential guide for anyone with an interest in sculpture and is also a lasting celebration of the recently-opened Gilbert Bayes Gallery of Sculpture at the V&amp;A.<br>
<br>Beautiful colour photography highlights the collections and illustrates contemporary workshop practices. This is an essential guide for anyone with an interest in sculpture.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,The Making of Sculpture,0,V&A,,24.99,24.99,03/29/2016 00:00:00,12/25/2018 00:00:00,216,,,,,,,,,|216|,,,,,,,,,,,,1.9 x 21.6 x 27 cm,Marjorie Trusted,2007,192 pages,,9781851775071,Paperback,,V&A Publishing,750,,,,,,,,,,9781851775071 Marjorie Trusted art,sculpt bust molding michael angelo renaisance,renaissance art carve carving material,The Making of Sculpture paperback,V&A Publishing history historical technical,,true,"A historical and technical guide to the materials and techniques of European sculpture, based on the collections at the V&amp;A. Casting, carving and modelling practices are explored within a historical framework, from medieval times onwards. Each chapter concentrates on a specific material or category, including terracotta, bronzes, alabasters, plasters, wood, marble and stone, ivory, bone, medals, cameos, rock crystal, amber, jet and waxes. Beautiful colour photography highlights the collections and illustrates contemporary workshop practices. This is an essential guide for anyone with an interest in sculpture and is also a lasting celebration of the recently-opened Gilbert Bayes Gallery of Sculpture at the V&amp;A.<br>
<br>Beautiful colour photography highlights the collections and illustrates contemporary workshop practices. This is an essential guide for anyone with an interest in sculpture.",,,0,2016/06/30 00:00:00,"28227,60212,60225,87658,103804,27772,128907",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/90387new.jpg,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/90387new_a.jpg,,,,,,,
